text,percent
"""San Valentin""
 Mi festejo es laico, anticapitalista, no idealizado, nacional popular y feminista
 Festejo con asado y un grito de corazon por el amor y la igualdad",0
"""Como yo ""ayude"", que soy hombre, entonces no debe de ser reconocida como una accion de mujeres aunque ellas la encabecen/promuevan/sostengan como un acto de cobijo feminista. Porque obvio mi ""ayuda"" vale mas y anula el componente politico"". ah. Ok. Te me cuidas. https://t.co/DW0HeoffBw",0
"Te decidiste, te definiste, sos feminista y yo machista
 anda por la sombra y cerra bien el porton ______",0.2
Habra algo mas urgido que un aliado feminista?,0
"Las actrices intercambiaron fuertes mensajes a traves de sus redes sociales: 
 
 https://t.co/dC5P1COgli",0
"Mira crack soy tan pero tan feminista que a la hora de putear y quejarme de actos ajenos no me fijo generos, nadie te esta puteando por ser mujer, te estan puteando por lacra y por esconder tus acciones de mierda atras de un movimiento que NO representas porque te cagas en todas https://t.co/LT9EHOllhG",0.666666667
"El feminismo es un movimiento que lucha por el bien COMUN DE TODaS LaS MUJERES. Si escuchan a alguna mujer que para ustedes no esta deconstruida escuchen, aconsejen, acompanen. No impongan pensamiento, no existe un feminismo puro, nadie dice ""esto es feminista, esto no"" -juntas__",0
"Pues no es tal cual homicidio? __
 No se por que se clavan si es que importa mas un genero que otro o que una ""feminista"" odia a TODOS los hombres...
 Chale, pierden el foco de que neta el GOBIERNO no esta haciendo NaDa, por darnos seguridad a TODOS.
 Nuestras leyes son basura. https://t.co/rdqIFSsIb3",0
encima q es un pelotudo esforzandose porque le digan q es feminista usa la n word de vdd dejen d darle de comer a gente de mierda https://t.co/3RmBXm8C5c,1
"Parce, dejen de llevar a sus novios a encuentros, asambleas o cualquier otro espacio feminista, que re mamera.",0.5
"autentico logro feminista que hay que aplaudir, aunque algunas solo aplaudan cuando les conviene... https://t.co/9mt9lEW0Z2",0.25
"1,162 RTs de pura ideologia de la princesa feminista que defiende al poder en turno. 
 
 1) 11 muertas diario son responsabilidad del gobierno federal.
 
 2) Morena es el movimiento feminista?
 
 3) Entonces como al gobierno le incomoda el tema, resulta mero golpeteo politico? https://t.co/0v0aCWvYD5",1
"yo, la persona mas tonta del mundo, explicandole a mi vieja todo el analisis feminista que hay detras de lo que hizo j*mena b*ron y por que eso la hace una estupida mientras tomaba chocolatada",1
Empiezo a pensar que debo leer a Paul Preciado Que tiene la teoria -queer para captar tanta adepta feminista?? https://t.co/WVo3LECSVR,0
"No es necesario ser ""feminista"" para darte cuenta de todo lo que dice el hilo... https://t.co/TahNpPMhKn",0
Es normal estarse cansando de tanta mkda feminista? O soy machista tambien por eso?,0.2
"se piensa q la atacan x ser mujer realmente no m caben dudas d q jimena baron quiere lucrar con el feminismo, flaca a vos t parece q t queres seguir haciendo la feminista cuando hiciste promocion como un cartel de PROSTITUCION ?? no leyo nada y se hace llamar feminista en fin https://t.co/3pT0HE72GY",0
"Este Senor era Stieg Larsson, el periodista y escritor de la Saga Millenium. Suyo es el personaje de Lisbeth Salander,por tanto.
 Milito en la Liga de Trabajadores Comunistas, siempre estuvo comprometido contra el fascismo y la Ultraderecha. Feminista declarado
 Fallecio en 2.004. https://t.co/QpoITaPWzd",0.333333333
"Un encuentro intimo y cercano con Catherine Vidal, companeras de la Tertulia Feminista y Vincent Gleizes de la embajada de Francia, desmontando los estereotipos de genero desde la neurociencia. El discurso patriarcal derribado por la plasticidad del cerebro__me encanta______________ https://t.co/WWEuBXudgc",0
Debe ser muy dificil proclamarse feminista y que te paguen por hablar bien del gobierno. https://t.co/7hLiIKVD28,0.5
"CCOO reclama ""prohibir el futbol en los patios de recreo"" para tener una ""escuela feminista"" https://t.co/3clUxIjo78 via -ElentirVigo",0
"Dejen de ensuciar el feminismo con su falsa sororidad y doble cara. Me tienen harta dandose de feminista cuando les conviene y cuando no ""fea"" es lo minimo que se dicen.",0.25
Que una mujer que no se considera feminista sea asesinada NO ES UNa VICTORIa PaRa EL PaTRIaRCaDO NI MUCHO MENOS PaRa EL FEMINISMO. Se lucha por y para todaaaas,0
"Nada q ver pero... Esta pelotud- de jimena ahora anda de pobre victima q comete error perosi era otro el q lo comete como un no se.. Justin bieber.(? Bien q seria la primera ""feminista"" en saltar a ensuciarlo, denigrar y hacer que 627 personas mas lo hagan,perdon para algunos ",1
"Organizacion feminista local saco un comunicado repudiando una denuncia por corrupcion de menores. Las organizadoras del movimiento son amigas de los denunciados. Las mismas son las que estallaron en escraches cada vez que hubo una denuncia. 
 
 Siempre con la victima Salvo que...",0.5
"Corran manana a este concierto!
 __ con la querida Ilana Luna (traductora, academica, feminista, amiga, companera de viajes) https://t.co/q2dWYjnqgF",0
icone feminista https://t.co/aTHrLFv2by,0.4
muchas personas que sigo le dieron like a la ultima foto de ese perkin shishibosspaulito y FRaNCaMENTE........ pa que tanto debate de la hipersexualizacion y el machismo y todas full huelga general feminista si despues eso les parece BIEN chile NO CaMBIo NIUNa WEa,1
jugarla de feminista y que tu novio abuse de otra(s) chicas mientras lo seguis segundeando ____,1
"La tercera esposa, cinta femenina y feminista vietnamita, permanece en cartelera. Mi critica: https://t.co/aqyKLklVSe https://t.co/KWdCtQhngX",0.333333333
"""La lucha no es entre nosotras"" si pero la pelotuda de jimena, se la da de feminista e interiorizada en las problematicas de las mujeres cuando a la mina no le falta nada y no tiene que vender su cuerpo, para darle de comer a su hijo o llegar a fin de mes NO ME ROMPaN LaS PELOTaS",1
"Saben cual es el colmo de una feminista?
 
 Que le guste un hombre blanco heterosexual. 
 
 (No se enoje, esta cuenta fue hackeada).",0.5
"Jimena baron?
 Una mina sin carisma y con talento muy dudoso, bancada por gente que se come doblado un personaje feminista, que a km se ve sumamente acartonado y llenisimo de ignorancia",0
"Una agrupacion feminista recauda fondos para viajar a un campamento anti capitalista. Lo hacen por medio del libre mercado. Recaudan lo que Marx llamaba ""plusvalia"". El chiste se cuenta solo. -TriunfaElMercado https://t.co/DUoVv8X4pj",0
"Ser feminista es lo mas precioso del mundo amigas, unanse al lado morado __",0
"Hilo: 
 La mujer desterrada por ser madre soltera. 
 Opresion que sufre la mujer en los machismos religiosos. 
 Denuncia hecha desde la plataforma feminista -amnatThawra https://t.co/an5WkvQZfW",0
Si te consideras feminista tendrias que defender primero que nada la femineidad y no pedir deconstruccion de tu sexo,0.5
"Por eso insisto en la idea de que nuestra lucha no deberia ser (solo) para ""feminizar la politica"", sino ""despatriarcalizar la politica"".
 Distinto es luchar por una politica feminista. 
 Porque femenina y feminista no son lo mismo. 
 https://t.co/pvdu997haI",0
"Por fin me caen bien las feministas, declararon cese de actividades manana. Mi profesora es feminista y por ende no tengo clase 7u7",0
"Como cuando eres feminista de a mentis eres capaz de defender todo, hasta la violencia de Estado. ______ https://t.co/5RwXR3EkYQ",0
Jajajaja que linda feminista de carton denle un premio que le encanta llamar la atencion,1
asiess no puedes ser feminista pero si puedes apoyar el movimiento uwu ____ https://t.co/TxCP7X725k,0
aves de presa y la paradoja del cine feminista | UTBH https://t.co/hNp7hx1EEh via -YouTube,0
"Defiende que un tipo diga que una mina es puta por cogerse a bastantes pibes jajajajaj, mira la feminista ____",0.666666667
"Hilo: La opresion de la mujer en el islam. Patriarcado.
 Denuncia desde la plataforma feminista -amnatThawra https://t.co/wLMfm6l0p5",0
"Manzur, gob de Tucuman a Frederik, min de seguridad de la Nacion : ""vos tenes que..."" y les chiques del bondi feminista no dicen nada sobre el consejo patriarcal del machirule tucumane? https://t.co/NIdzOSL8ZQ",0
"Hola, ya regreso su feminista odia hombres favorita como cuando tenia 19 anos. Besos.",0.4
osea crees en la libertad de la mujer pero estas diciendo a mujeres que no se pueden taparse? Ja ja tu no eres feminista carino tu solo eres islamofobica y ya esta. https://t.co/N6BlF094bf,0.25
"a ver si entiendo, hay que pegarle a Jimena Baron, una mujer que logro triunfar en la musica y daba un mensaje relativamente diferente, porque se equivoco y no esta siendo la lider ultra feminista que todas queremos (?",0
"Hilo: La opresion de la mujer en el islam. Desigualdad economica, social, y nulo derecho a la herencia. 
 Reflexion sobre la frase de la madre a la hija: ""Tu padre vendio la cosecha y no me dio nada"". 
 Desde la plataforma feminista -amnatThawra https://t.co/xlUmcHyiWn",0
"Esta se penso que la iba a romper con su campana pedorra, que la ibamos a amar, la nueva Mon Laferte tan revolucionaria, que iba a ganar Grammys y que la iban a respetar por algo QUE NO ES. JMENa no es feminista, es una OPORTUNISTa. https://t.co/el8vwehEGU",0.666666667
Rose McGowan a Natalie Portman: Tu activismo feminista es un fraude y una ofensa https://t.co/azMUlBj2hl via -smoda,0
"Voy a citar a Lauti...
 ""Si no puedo ser feminista, voy a ser ultramachista""",0.5
"El feminismo no es una dictadura, no exige una sola manera de pensar.
 Puedes ser feminista y tener una opinion diferente que otra persona feminista en ciertos aspectos (mientras no haga mal a nadie y siempre desde el respeto).",0
Che medio q no se puede ser feminista y apoyar el gobierno de macri,0.333333333
Estan to los dias atacando a Pili por bruta o mantenia y ta to bien pero que no le ataquen a una companera feminista porque se prende la mierda. __,0.666666667
"Oigan amigas, recomiendenme lecturas sobre el movimiento feminista. Me quiero informar mas :)",0.333333333
Una vez un wn que se hacia el feministo me explico por que el era mas feminista que yo al el no ir a la disco ni escuchar reggaeton. https://t.co/SmWvggKl1p,0.5
"Owww mi vato arruinando sus sorpresas es lo maximo. Es bien hermoso, alv",0
Os imaginais que todos supieran hacerlo bien??? Seria un pasada https://t.co/Bpk9PzoaB2,0
"Ok el video de -TheBatman se ve muy cool hasta que se aclara la imagen y se ve esto... no lo se, necesito verlo bien en accion. https://t.co/YYHK0w6SZg",0
"Ojala se de cuenta rapido, asi como yo, que es mas importante estar bien que estar mal..",0
"Ojala pudiese cambiar mis sentimientos y mi forma de pensar, por el bien de todos.",0
"Ojala nunca tengan amigas tan pijas q siempre te dejan de lado y despues te andan buscando cuando necesitan favores, PERO La CONCHa DE TU MaDRE aNDaTE BIEN a La PIJaa",1
"Oigan, eso de que lo hombres cuando quieren conquistar al inicio son bien tiernos, con palabras bonitas, atentos,etc...despues son puro cuento, se les olvida que a una mujer hay que conquistarla todos los dias, que basicos son. Disculpen,pero son pocas las excepciones!",0
"O mas bien si eras, solo que yo no me di cuenta https://t.co/2YxZjiusq8",0
Nunca una frase como la de Manzur a Frederic definio tan bien como gobiernan estos degenerados politicos. https://t.co/4f5ePl1TO9,0.666666667
"Nunca traten mal a alguien que solo los quiere ver bien. No saben lo mucho que lastiman, definitivamente no es por ahi",0
"Nunca me he considerado fan de -JaimeGuzman. Lo conoci, era un tipo mas bien raro, medio fanatico religioso, todo lo contrario a una anglicana feminista y ya vieja abogada en la epoca. Pero su aporte juridico es invaluable. Nuestra Constitucion es un lujo. https://t.co/1fmDzmKDfh",0
"Nunca fumen cuando no se sientan bien o seguros de si mismo no saben las crisis de ansiedad o panico que te pueden llegar dar firme, todos hablan de la parte buena pero casi nadie de la mala.. https://t.co/rrYYYwy2NP",0
Nuevo escrito: La perfeccion inalcanzable. Este escrito es muy personal. De verdad espero que les guste y que les ayude. a mi me hizo bien escribirlo__ https://t.co/O6PfmSmmTJ,0
Nuestros dineritos de la gira han sido bien invertidos https://t.co/2Te5dC1T1r,0
nose muy bien porque pero yo de pendejo estaba convencido de que Matilda era una pelicula argentina,0.2
normalicen llevarse bien con sus ex's,0
"No van a dejar piedra sobre piedra estos monstruos.
Lo unico positivo es que despues podremos reconstruir todo desde cero. Y esta vez sabiendo bien que fue lo que fallo.

Si, soy optimista a pesar de todo. Y que?",0
"No te sientes bien y ni debes andar con animos de hablar, solo quieres dormir, y esta bien, aqui voy a estar. Pendiente de como estes y como te vayas sintiendo. Te amo infinitamente, carino, ve.

https://t.co/rw7QDBpVRI",0
"No sirve de nada guardar rencor por nadie , asique ya fue , esta todo bien buena vida",0
"no se ve un pimiento, quiero ver el traje bien :( https://t.co/c5XqQdlxYa",0
no se si esta bien dicho no me cancelen ayuda,0
No se ni porq me gusta hablar contigo si la neta eres bien aburrida,0
no quiero seguir viviendo mas si nada me viene bien de que me sirve seguir malgastando mi tiempo,1
No puede ser que te importe quedar bien con alguien que recien conoces que con la unica y ultima persona que querias ver en tu ultimo aliento.,0.2
"No nos cae bien todo el mundo y no podemos caerle bien a todo el mundo y esta perfecto que sea asi. Lo que me parece una pendejada es caretear buena onda con alguien para despues  bardearlo sin carpa. La secundaria termino hace rato gente, no sean ese tipo de persona.",0
"No me quiero imaginar, que haria sin vos vieja, sos todo lo que esta bien.",0
"No me llevo nada. Pero procura dejar buenos recuerdos, haber hecho el bien, muchos amigos y buenas obras. https://t.co/6cLpHdQoP9",0
no me ira bien en el amor pero se que taekook novios,0
"No mamen estaba bien fea esa parte, ya sentia la pelicula de terror __ https://t.co/rwhhq61tOL",0
No le hago bien a nadie,0
"No le gusta ""la guerra entre nosotras"" solo porque le estan pegando a ella. Porque bien que cuando tiene que pegarle a quien sea, da duro. Se cree superior moralmente y vive haciendo lo que no le gusta que le hagan.",0
"No importa que tan bien hagas las cosas, no les basta.",0
No hay cosa mejor que ver a tu gente bien__ https://t.co/XPz1kVu831,0
No entiendo porque hay bien cuidados en los estadios.?,0
"No entiendo muy bien lo de la evacion de Impuestos de la senadora -PaolaHolguin Y el presidente -IvanDuque ? 

Por q -GustavoBolivar paga mas de 1.000 millones de pesos de Impuestos? 

Y personas igual o mas millonarias como Holguin, -MariaFdaCabal Y Duque pagan 0 impuestos?",0
"No dejemos de ser buenas personas ni tampoco dejemos de generar el bien solo porque en el camino nos hemos encontrado personas que no lo hacen y no lo valoran.
La vida es justa, tarde o temprano recibimos lo que damos.",0
"nike, haces todo bien https://t.co/e6jl9dq5nx",0
Ni siquiera te importa si estoy bien o no,0.25
Ni siquiera eso pueden hacerlo bien. https://t.co/ziIbSJqUgD,0
Ni que Christopher fuera el primero/primera que perdona a su pareja despues de unos cuernos bien puestos -LaIsla6MesesDespues,0
Ni bien me crezca un poco el pelo me vuelvo a hacer flequillo,0
"Ni 10 minutos en mi casa y ya rompi un whisky. No solo eso, cuando voy a limpiar el desastre, se me rompio el balde. Ustedes bien?",0.2
"nadie te va a querer como la persona que busco las mil razones para estar bien, que se acosto con mil cosas en la cabeza con tal de buscar una solucion y que funcione, nadie te va a querer como la persona que estuvo aun conociendo lo peor de vos y aun asi lo dejaste ir",0
"NaDIE en un cargo del estado es  ""neutral"", ni llego alli por la providencia; hizo politica, negociaciones y alianzas. Como bien dice Gibran reconocer eso es normalidad democratica, en nada ayuda la hipocresia y fantasias aristocraticas. Los transiciologos deberian saberlo https://t.co/FCZYCQoclU",0
Nada mas lindo que tu profesor te siga que estas entrenando muy bien,0.25
"Muy buena informacion de hibridos nuevos de ipb y novedades en herbicidas de Cibeles. Bien a campo, donde se juega el partido, gracias al departamento tecnico de Nuevo Surco y en especial esta vez a Hernan Karlen https://t.co/qFR2vd0Bqd",0
"Muy bien ya subimos a 70% siguiente masiva sin descanso de 15 minutos

https://t.co/px77jjFio5
Regresen 5:55",0
"Muy bien Su, ahora por favor el siguiente que sea un poco normal -LaIsla6mesesDespues",0
Muy bien Nano. https://t.co/62fS0sqheD,0
"Muy bien las respuestas de la Ministra, demasiada paciencia tienen con todos vds y su monotema Venezuela.
ahora le pregunto Don -TeoGarciaEgea sabe cual es su trabajo? ESPana y la oposicion, conoce en que consiste este trabajo? Si lo desconoce, se lo explicaremos, para que trabaj https://t.co/cmasBJNyLO",0
Muy bien dicho !!! Reina Madre !!-aguanteRechazo a RT RT chicos !! https://t.co/uL8i2Mi0au,0.5
"Muy bien -MONBEBE tenemos una mision -allaboutLuv estara disponible media noche de cada pais! __ Por lo tanto de parte de -MxLatinomex y por -MONSTaX. Estaremos realizando nuestro proyecto llamado: -MONBEBEPROMOTIONS __
Es muy sencillo solo deben seguir los siguientes pasos: https://t.co/K4ix83aMvP",0
"Muy bien -DC y que Hype por -TheBatman

Fotos con  mejor vista __ https://t.co/FBwbJZU9HM",0.333333333
"MUTUaLS Y NO MUTUaLS, quiero saber un datazo de parte de ustedes; alguna vez uno de mis tweets, sea cual sea, les saco una sonrisa o al menos los hizo sentir bien? algo? DaLE a VERRRR

Solo es curiosidad bros, de paso mencionen a los chicos para el Top social -BTS_twt __",0
"Muchachos, no interesa si uno trabaja en Blu Radio, sutano en la W o Fulgencio en Kiwi TV. Tampoco importa si ayer se critico a Duque y se hablo bien de Santos. Es un tema de saber estar, respetar a la audiencia y no meterle mas dinamita a un pais que necesita lo contrario.",0
"Mucha satisfaccion al ver que en el noticiero de -ElDoce ponen bien en duda el indice de inflacion, sobre todo porque Cordoba da casi el doble.",0
Mosca esto no esta bien https://t.co/KuNBRR9zCz,0
Mis nuevos fondos estan bien mamones tqm Jensen gracias por la comida ____ https://t.co/lo1RVyKoeS,0.166666667
mis m.a respondiendome la historia son todo lo que esta bien__,0.2
"Mira nada mas ... -_VicenteSerrano -Rafaherrera1983 -SinlineaMx ______ a publicar esto... a replicar,mas bien. https://t.co/jDocN2ur0u",0
"Mira mama, estos ____ si son fifis. __
Ellos bien sonrientes y los de a pie preocupados por dineros ajenos. https://t.co/WZJTZOcz8M",0
"Mintiendo que bien te queda el papel, despues de todo parece que esa es tu forma de ser... Yo confiaba ciegamente en la fiebre de tus besos, mentiste serenamente y el telon cayo por eso... Teatro, lo tuyo es puro teatro...__ -CuentameQueTeatro",0
Ministra usted ocupese de su area que ahi le dejaron la vara bien alta. Trate que no aumente la inseguridad. Por favor. https://t.co/3Y3OPpXkEE,0.5
Mini vacaciones con amigos salen mas que bien,0
"Mini hilo: ayer me contaron algo y viendolo bien tiene sentido: hay quienes abren cuentas con un perfil de chistes, cuentos, recetas, noticias; promocionan a sus seguidores, asi consiguen seguidores y se ganan su agradecimiento. al pasar los 8.000 le venden esa cuenta al regimen",0.25
miki t amo todo bien haces https://t.co/aREmxk61fn,0
Mientras el refuerzo no me deje en la banca todo bien,0
"Mi suegro no queria a nadie, literalmente era un renegado bien de campo. a mi me adoraba, no paraba de preguntar por mi, cada vez que iba a su casa decia: amanecio, ya salio el sol (aun estando muy enfermo) el se paraba de esa cama como podia para prepararme unos mates, como le +",0.5
"Mi primer novio (despues de estar solo con chicas) tambien abuso emocional, psicologica y economicamente de mi. Se de muchas otras mujeres y ninas que les paso lo mismo con el. Y lo conocen muy bien, es el mayor ""aliado"" de Twitter:

David Parra, a.k.a. Prosa Pistola.",0
"Mi nueva linea es la propia, el trabajo es una verga pero gracias a la gente se pasa bien!",0
Mi hermano esta empezando un nuevo proyecto. Espero en Dios que le vaya bien____ -OrCotto https://t.co/5dVItLj9y4,0
Mi hermana y yo estamos en el carro y me dice que le ponga Fantasia de Rauw alejandro __ le ensene bien,0
"Mi espejo me dice ""si estas bien"" y la camara de mi celular confirma ""si, bien pinche feo""",0.25
"Mexico ha tenido unos comerciales bien oscuros.

Deja te muestro algunos.

arranco con los de Oceanica que marcaron nuestra infancia por ser agresivos

aBRO HILO

https://t.co/hYezwSIXfY",0
"Mereces estar donde le brillen los ojos al mirarte, donde no pueda evitar una sonrisa al verte llegar, donde te apoyen hasta en tus estupideces, donde amen verte bailar, donde te abracen y te hagan saber que todo va estar bien, donde hacer nada pero contigo sea todo______",0
"Menos mal -JuanManzurOK que ""volvian mejores"".
algunas cosas (los K) nunca cambian... Bien por la Ministra -SabinaFrederic mostrando como son realmente y a que vinieron https://t.co/QxpbNZEYzE",0.25
"mejor llevenlos al Ingles,  es por su bien. https://t.co/ZgkWkTIqD6",0.5
"Me: No come, no duerme bien, no esta teniendo tan buenos resultados en el colegio aunque esta haciendo lo mas que puede

also me: asaber porque tiemblo exageradamente y me estan dando ataques de ansiedad de la nada",0
Me vuelves bien pendejo y lo sabes.,0
Me veo' bien pero te tengo mal __,0
Me tomaria un birra bien fria pero no tengo segunda lpm,0
"Me tienen bien encabrona, bien sobrios quieren caerles encima, pero toditos borrachos chachhhhh",0.666666667
me tiene contento que te va bien con el,0
"Me siento bien orgullosa de lo que he construido. Todavia falta, pero cada que me doy cuenta que vivo de la musica, me dan muchas ganas de llorar de emocion__",0
me re emocione pq vi un cafe q tienen gatitos ahi en el local pero jaja es en pde vayanse bien a cagar,0.5
Me quedo con esas (pocas) personas que simplemente se preocupen por querer verte bien ___,0
Me parecia que todo me salia muy bien,0
"Me olvide bien canon de mis conversaciones de wha por andar en la fiesta una disculpa, manana les hablo :)",0
Me mata que justifica lo que hace y es tipo ???? Siempre queda bien TODO lo que hace esta ni va a ser la excepcion tranqui bebo,0
"Me la he pasado ahorrando para algo, y cada vez veo mas cercana la meta pero bien lejano al destinatario...",0
me gustaria pasarla bien un dia wacho siempre termino llorando,0
"me esta yendo demasiado bien, que miedo",0
me enoja que nos llevemos tan bien con personas del curso de ingreso ahora porq despues nos terminamos separando,0.333333333
Me encantan las entrevistas a cuchillo que siempre le hacen a VOX. Me parece bien; eso es periodismo. La lastima es que solo lo hacen con VOX. -abascalEnRTVE,0
"El primer sudaca infectado con -coronavirus es aRGENTO. No existis Brasil; Gardel, el colectivo, la birome, el dulce de leche, el alambre de puas, Messi, Maradona y ahora el primer coronavirus. Metete el pentacampeao en el culo https://t.co/MRibnwfa5y",0.666666667
ahora emitiendo Sudaca.mp3,0.75
"yanki: joker esta sobrev-
 sft (sudaca film twitter): https://t.co/tHiBdziucU",0.333333333
"Gano Millonarios 2-0 por la Sudaca. 
 Mejor el 1T que el 2T. 
 Se vio una cara bien distinta del equipo hoy. 
 Partidazo de Paz. Para mi, la figura. 
 Que este sea el envion animico que este grupo necesita.",1
"Y Se QUE SOY SOLO SUDaCa, UN INDIO RUBIO Y UNa CaLaCaaa",0.8
"No puedo escuchar la nueva cancion de la Marina porque ""This song is not available in your country"" y esas cosas de sudaca.",0
mira si gana la sudaca union juju muere bolon,0.5
"Nunca imagine que un funcionario de un Dictador SUDaCa iba a ordenar al Gobierno de -Espana.
 
 Ni en suenos. Pero 2020
 
 a donde ira Espana -sanchezcastejon ? 
 Cual es la agenda? https://t.co/PbYZJaZ9QC",0.5
que calor de re mierrrrdaaaa __ odio el verano sudaca,0.5
alguien firma jugar la Sudaca? Onda reinventarnos como el Boca de Basile?(?),0
Dale que juega Union la sudaca,0.5
Jueves de Sudaca embajadorcapitalino https://t.co/GizuTFowgm,0.333333333
"Tevez dice lo que todos vivimos:
 
 MEJOR BOCa:
 2 Mundiales
 4 Libertadores
 2 Sudacas
 7 Ligas
 * Descenso de Riber
 
 MEJOR RIBER:
 2 Libertadores
 1 Sudaca
 1 Liga
 
 Si se dan cruces es porque Boca pelea todo
 Dichos cruces fueron muy parejos, definidos por la necesaria ""mano arbitral"" https://t.co/yLnltnavBT",0
"Es darle direccion a un cabezazo!
  Ya van 2
 
 Dixon cierra con medio pase de la Sudaca",0
"Emelev puede avanzar hasta Semifinales de Sudaca dicen, estan fumados o que? Ese equipo no sirve para torneos internacionales.",0.666666667
Proyecto contra la libertad de pensamiento y expresion. De dictadura sudaca https://t.co/6fL6mqeBSk,0.5
"no salimos en los ranking educativos, pero tampoco en esto. ser sudaca tiene ventajas https://t.co/ycj2EhFMB0",0
"Hoy juega en sudamericana un equipo que se llama.. wait for it.. aLWaYS REaDY... jajaja que puta, que torneo de mierda es al comienzo la sudaca",1
Y asi con el marxismo sudaca...______ https://t.co/kHjHyO1vmT,0.5
"El 23 de febrero estoy en este hermoso show Sudaca en Madrid ""Pa' QUE NOS CONQUISTaN"" (hermosisimo nombre por cierto __) junto con -javierubillamartin -paulinadiaz_comedyactriz -vickythewhite -dianelapadron 
 Entradas ala venta en https://t.co/ymVWZWOvHw https://t.co/mSpmvXzkh1",0.25
"Para Trump siempre seras un sudaca, apestoso de mierda https://t.co/ZaEHm4jDWW",1
Manda huevos que tenga que ver el game en un canal sudaca,1
"a mi me han gritado ""sudaca"" desde carros, que te puedo decir https://t.co/wEE89bjYu1",1
"Pero si yo les digo hace rato que es el Mussolini sudaca con bigote y un hijo desviado, y todavia no me creen... https://t.co/Vt1xcaiIwp",0.285714286
"Este no se puede ir de Nacional sin salir campeon, Daniel se va a ir dejandonos la 17 y la sudaca. https://t.co/y2dkMQY2dN",0
"El sabado tocamos con futbol sudaca tipo 21 hs , si Tenes ganas de conocer algo de la ciudad , con mucha emocion no se lo pierdan. En guernica https://t.co/kvZWaCx4qm",0.5
Me quieren cobrar 200  para hacerme un dossier por 4/5 meses. Me vieron la cara de sudaca,0.666666667
Futbol sudaca __ https://t.co/ccs9smRipv,0
Buenos dias azules!!!!!!!!!!!!!!!!!!!! Vamos a por la sudaca! ___,0.333333333
Hasta always Ready juega la sudaca y vos no https://t.co/pyoqsi9oIa,0.25
"Sudaca si es cierto, pero de la escuela alemana, la de Berlin.
 
 -LaCasaDePapel",0.333333333
"Sudaca
 Retegui
 albertengo",0.333333333
y el rolling loud sudaca??? bue https://t.co/ZkvUu1laWl,0
Porque un arbitro sudaca???,1
el unico acuario al que amo y respeto es a mi mama de ahi me pueden chupar mi gran lesbic y sudaca pija,1
"No me gusta el sushi, si el ceviche, para el pescado crudo me tira mas lo sudaca patasucia (?)",1
"Si Grimi vino a jugar la Sudaca nomas, por que no juega e Ibanez tener descanso para jugar la Superliga? Tan mal esta?",0
Justo en mi Sudaca heart __ https://t.co/2OhRSotdny,1
Version sudaca de Robocop. _______ https://t.co/pux1ip6hGJ,0.666666667
Buenos los partidos de la SUDaCa,0.5
Cuando nos toca jugar la sudaca?,0
"Dizque competir contra ellos. Ja! -CONMEBOL grandes hijos de puta, en 2017 nos ponen contra el Fla en semis de sudaca, luego 2 anos seguidos enviando a Palmeiras a que nos culeara en casa y por fuera y ahora nos mandan de nuevo al Fla convertido en un equipo europeo. Malparidos. https://t.co/ORYgdZ8Tnw",0.5
"Encima mi tl esta lleno de gringas hablando de que consiguieron entradas para ver a bangtan.
 Nada, aca, crying in sudaca",0
Nada como la experiencia sudaca __ https://t.co/3V4HMwpasD,0
Como mierda llega huracan a la sudaca ?,0
hoy se hara zapping entre a otro nivel y el partido de nacional por la sudaca.,0
"Imperdible. Una referenta feminista. Una trava , sudaca, comunista y abolicionista. https://t.co/LV7VNhmMaH",1
"Todo bien pero si sos argentino que sos un negro cabeza sudaca olor a chivo no podes hacerte el americano de derecha y tirar palabritas medio en ingles medio en espanol, deja de dar lastima llorando pija gringa",0.75
"a todos los especimenes que vienen a este gimnasio (yo no cuento eh) se le suma el clon del cantante de Maroon 5, en su version sudaca, pobre y hecho minanga ______",1
Firmo quedar 3ro y atinar por la sudaca https://t.co/KNg4GGxhBa,0.4
"Sudaca, Gordofobico, misogino eh idiota. algunas focas les alcanza con un poco de pescado podrido para apludir. https://t.co/7IWrDBF706",1
"La gracia en los cojones con una persona que esta trabajando y tiene que poner buena cara hasta a esa payasada.
 Si le dicen a el sudaca no se que le pareceria https://t.co/NhLCikdCSu",0
"El otro dia estaba yo ahi tan tranquilo en mi estudio de 25m_ comiendome una bandera de Espana en mi sofa-cama mientras veia el Salvame y me llaman de la ETT y me dicen que ya no me necesitan como mozo de almacen... Pues ha ocupado mi puesto un puto sudaca.
 
 Por eso voto a VOX ____",1
"ZION Y LENNOX, Y MaLUMa?????? MaMaLO VaLE, CTM!!!!!",1
Yo nunca le voy a decir a una chama q me gusta! Con tantos memes me traumatize! O en el peor de lo casos respondera: jaja si eres loquito. date cuenta tu sola! no seas arrecha tengo q pasar burro e pena y decirtelo tambien? Pa q respondas jaja? No MaMaLO ya no me gustas un cono,0.5
"Yo me siento super mal y con todo y eso hago el intento de hablar y ni le importa, mamalo vale",0
Yo con toda la emocion de ganarme el  concurso ahhhh no pero Instagram me bloquea la accion mamalo instagram,0
ya mamalo https://t.co/wi8HywNbsP,1
Y? Pero la cagan teniendo peruanos en esa mierda asi que mamalo https://t.co/0Rl35pasOp,1
